,PLAYER_ID,BBallRefUrl,Url,Name,Season,Offensive Position,Defensive Position,Archetype
514,203513,http://www.basketball-reference.com/players/m/murpher01.html,http://basketball.realgm.com/player/Erik-Murphy/Summary/2384,Erik Murphy,2014,Big,Interior,Shooting Big
515,101141,http://www.basketball-reference.com/players/i/ilyaser01.html,http://basketball.realgm.com/player/Ersan-Ilyasova/Summary/128,Ersan Ilyasova,2014,Big,Interior,Shooting Big
516,101141,http://www.basketball-reference.com/players/i/ilyaser01.html,http://basketball.realgm.com/player/Ersan-Ilyasova/Summary/128,Ersan Ilyasova,2015,Big,Interior,Shooting Big
517,101141,http://www.basketball-reference.com/players/i/ilyaser01.html,http://basketball.realgm.com/player/Ersan-Ilyasova/Summary/128,Ersan Ilyasova,2016,Big,Interior,Shooting Big
518,101141,http://www.basketball-reference.com/players/i/ilyaser01.html,http://basketball.realgm.com/player/Ersan-Ilyasova/Summary/128,Ersan Ilyasova,2017,Big,Forward,Shooting Big
519,203095,http://www.basketball-reference.com/players/f/fournev01.html,http://basketball.realgm.com/player/Evan-Fournier/Summary/24346,Evan Fournier,2014,Wing,Forward,Slashing Wing
520,203095,http://www.basketball-reference.com/players/f/fournev01.html,http://basketball.realgm.com/player/Evan-Fournier/Summary/24346,Evan Fournier,2015,Wing,Forward,Slashing Wing
521,203095,http://www.basketball-reference.com/players/f/fournev01.html,http://basketball.realgm.com/player/Evan-Fournier/Summary/24346,Evan Fournier,2016,Wing,Forward,Slashing Wing
522,203095,http://www.basketball-reference.com/players/f/fournev01.html,http://basketball.realgm.com/player/Evan-Fournier/Summary/24346,Evan Fournier,2017,Wing,Forward,Slashing Wing
523,202323,http://www.basketball-reference.com/players/t/turneev01.html,http://basketball.realgm.com/player/Evan-Turner/Summary/2325,Evan Turner,2014,Wing,Forward,Slashing Wing
524,202323,http://www.basketball-reference.com/players/t/turneev01.html,http://basketball.realgm.com/player/Evan-Turner/Summary/2325,Evan Turner,2015,Ball-Handler,Forward,Perimeter BH
525,202323,http://www.basketball-reference.com/players/t/turneev01.html,http://basketball.realgm.com/player/Evan-Turner/Summary/2325,Evan Turner,2016,Ball-Handler,Forward,Attacking BH
526,202323,http://www.basketball-reference.com/players/t/turneev01.html,http://basketball.realgm.com/player/Evan-Turner/Summary/2325,Evan Turner,2017,Ball-Handler,Forward,Perimeter BH
527,203105,http://www.basketball-reference.com/players/e/ezelife01.html,http://basketball.realgm.com/player/Festus-Ezeli/Summary/5962,Festus Ezeli,2015,Big,Interior,Diving Big
528,203105,http://www.basketball-reference.com/players/e/ezelife01.html,http://basketball.realgm.com/player/Festus-Ezeli/Summary/5962,Festus Ezeli,2016,Big,Interior,Diving Big
529,101128,http://www.basketball-reference.com/players/g/garcifr01.html,http://basketball.realgm.com/player/Francisco-Garcia/Summary/367,Francisco Garcia,2014,Wing,Guard,Shooting Wing
530,101128,http://www.basketball-reference.com/players/g/garcifr01.html,http://basketball.realgm.com/player/Francisco-Garcia/Summary/367,Francisco Garcia,2015,Wing,Guard,Shooting Wing
531,1626163,http://www.basketball-reference.com/players/k/kaminfr01.html,http://basketball.realgm.com/player/Frank-Kaminsky/Summary/28751,Frank Kaminsky,2016,Big,Interior,Shooting Big
532,1626163,http://www.basketball-reference.com/players/k/kaminfr01.html,http://basketball.realgm.com/player/Frank-Kaminsky/Summary/28751,Frank Kaminsky,2017,Big,Forward,Shooting Big
533,1627832,http://www.basketball-reference.com/players/v/vanvlfr01.html,http://basketball.realgm.com/player/Fred-VanVleet/Summary/44094,Fred VanVleet,2017,Ball-Handler,Guard,Attacking BH
534,203128,http://www.basketball-reference.com/players/a/aldemfu01.html,http://basketball.realgm.com/player/Furkan-Aldemir/Summary/24373,Furkan Aldemir,2015,Big,Interior,Diving Big
