,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,Season
121,Lineups,203496 - 203457 - 1626143 - 202397 - 203917,"Covington,Robert - Noel,Nerlens - Okafor,Jahlil - Smith,Ish - Stauskas,Nik",1610612755,PHI,12,0,12,0.0,106.0,92.7,109.7,-16.9,0.529,1.02,15.6,0.154,0.767,0.479,0.192,0.492,0.534,103.07,0.425,403,7959,12671,7959,122,7203,7409,7846,5540,3587,5712,5642,6043,6623,9070,6259,5648,4792,6969,2015-16
122,Lineups,203145 - 201143 - 200794 - 200757 - 201952,"Bazemore,Kent - Horford,Al - Millsap,Paul - Sefolosha,Thabo - Teague,Jeff",1610612737,ATL,44,24,20,0.545,105.0,99.0,106.0,-6.9,0.597,1.54,15.4,0.206,0.722,0.457,0.131,0.457,0.508,101.16,0.426,17,21,12759,5126,124,6697,6941,7026,4969,2648,5826,4763,6906,7003,6960,6671,6415,5387,6960,2015-16
123,Lineups,2547 - 201609 - 101123 - 2548 - 202355,"Bosh,Chris - Dragic,Goran - Green,Gerald - Wade,Dwyane - Whiteside,Hassan",1610612748,MIA,14,7,7,0.5,105.0,108.5,99.4,9.1,0.534,1.42,17.2,0.298,0.686,0.513,0.164,0.543,0.565,93.43,0.592,310,364,12373,5174,126,4840,5432,4752,5519,3022,4864,3378,7287,4520,8109,4320,4977,8501,4572,2015-16
124,Lineups,203496 - 203924 - 203457 - 202397 - 203917,"Covington,Robert - Grant,Jerami - Noel,Nerlens - Smith,Ish - Stauskas,Nik",1610612755,PHI,16,2,14,0.125,105.0,103.6,99.1,4.5,0.675,1.75,19.1,0.137,0.75,0.425,0.142,0.522,0.566,103.35,0.518,235,1872,12720,7934,125,5434,5408,5158,3517,2332,4043,5891,6120,7796,7310,4643,4968,4688,5608,2015-16
125,Lineups,101145 - 202331 - 201588 - 203524 - 101133,"Ellis,Monta - George,Paul - Hill,George - Hill,Solomon - Mahinmi,Ian",1610612754,IND,20,12,8,0.6,105.0,119.3,94.9,24.4,0.613,2.38,19.1,0.3,0.833,0.583,0.112,0.542,0.588,100.89,0.667,152,129,12486,4817,123,3644,5017,3563,4612,1214,4028,3314,4822,3232,6259,4324,4398,5499,3554,2015-16
126,Lineups,201167 - 2546 - 101181 - 201577 - 202498,"Afflalo,Arron - Anthony,Carmelo - Calderon,Jose - Lopez,Robin - Thomas,Lance",1610612752,NYK,28,14,14,0.5,103.0,107.0,100.4,6.5,0.512,1.07,16.2,0.195,0.814,0.54,0.193,0.557,0.609,98.72,0.523,60,90,12720,5174,127,4964,6128,4970,5612,3565,5481,5164,5232,4074,9088,4076,3996,6324,5530,2015-16
127,Lineups,202687 - 201942 - 200768 - 203082 - 2449,"Biyombo,Bismack - DeRozan,DeMar - Lowry,Kyle - Ross,Terrence - Scola,Luis",1610612761,TOR,18,15,3,0.833,103.0,104.5,107.6,-3.1,0.5,1.29,15.4,0.202,0.792,0.524,0.153,0.526,0.561,94.01,0.484,193,70,10859,3835,129,5314,7183,6690,5620,3263,5826,4776,5713,4341,7770,4574,5100,8278,6227,2015-16
128,Lineups,202711 - 2207 - 203499 - 201572 - 201152,"Bogdanovic,Bojan - Johnson,Joe - Larkin,Shane - Lopez,Brook - Young,Thaddeus",1610612751,BKN,22,6,16,0.273,103.0,109.6,109.6,0.0,0.566,1.68,17.4,0.264,0.729,0.521,0.14,0.517,0.562,91.76,0.499,113,482,12742,7515,130,4741,7403,5552,5251,2433,4766,3745,6817,4414,7273,4707,5088,9073,6100,2015-16
129,Lineups,101109 - 202083 - 2585 - 202718 - 101114,"Felton,Raymond - Matthews,Wesley - Pachulia,Zaza - Parsons,Chandler - Williams,Deron",1610612742,DAL,22,10,12,0.455,103.0,111.9,106.1,5.8,0.553,1.62,16.2,0.264,0.722,0.5,0.134,0.512,0.565,94.78,0.506,113,180,12671,6606,128,4489,6956,5052,5386,2575,5502,3748,6906,4600,7044,4748,4975,7938,5749,2015-16
130,Lineups,200826 - 202083 - 1717 - 2585 - 202718,"Barea,J.J. - Matthews,Wesley - Nowitzki,Dirk - Pachulia,Zaza - Parsons,Chandler",1610612742,DAL,8,4,4,0.5,102.0,122.1,110.2,12.0,0.563,3.77,18.6,0.22,0.738,0.469,0.067,0.56,0.589,91.78,0.543,828,850,11563,5174,133,3391,7457,4499,5266,458,4213,4654,6731,6788,5111,4032,4374,9067,5271,2015-16
131,Lineups,202687 - 201942 - 200768 - 202335 - 203082,"Biyombo,Bismack - DeRozan,DeMar - Lowry,Kyle - Patterson,Patrick - Ross,Terrence",1610612761,TOR,33,26,7,0.788,102.0,95.4,108.2,-12.7,0.478,1.1,12.7,0.207,0.747,0.477,0.144,0.456,0.506,98.1,0.41,39,18,12373,3966,131,6969,7241,7482,7090,3542,6939,4756,6692,6656,7457,6684,6477,6603,7154,2015-16
132,Lineups,203083 - 101141 - 202704 - 1626169 - 202694,"Drummond,Andre - Ilyasova,Ersan - Jackson,Reggie - Johnson,Stanley - Morris,Marcus",1610612765,DET,21,5,16,0.238,102.0,107.4,111.9,-4.5,0.5,1.4,15.5,0.237,0.875,0.509,0.145,0.534,0.556,96.7,0.445,132,629,12742,7741,132,4930,7632,6813,5620,3032,5807,4431,4389,4570,7497,4462,5206,7174,6686,2015-16
133,Lineups,202340 - 201973 - 203935 - 202323 - 203092,"Bradley,Avery - Jerebko,Jonas - Smart,Marcus - Turner,Evan - Zeller,Tyler",1610612738,BOS,19,13,6,0.684,101.0,105.3,106.0,-0.7,0.595,1.79,17.4,0.333,0.677,0.508,0.135,0.482,0.519,97.18,0.528,170,109,12204,4301,134,5224,6936,6478,4973,2314,4807,2403,7319,4574,7108,6341,6061,6971,5464,2015-16
134,Lineups,201933 - 202325 - 201599 - 101108 - 200755,"Griffin,Blake - Johnson,Wesley - Jordan,DeAndre - Paul,Chris - Redick,JJ",1610612746,LAC,17,11,6,0.647,100.0,104.9,97.4,7.5,0.63,2.13,18.2,0.22,0.784,0.497,0.115,0.494,0.53,97.62,0.567,215,158,12204,4744,135,5277,5271,4887,4423,1366,4485,4648,5800,6448,6395,6237,5851,6775,4918,2015-16
135,Lineups,203903 - 201579 - 203944 - 1626156 - 1897,"Clarkson,Jordan - Hibbert,Roy - Randle,Julius - Russell,D'Angelo - World Peace,Metta",1610612747,LAL,18,4,14,0.222,99.0,90.2,104.1,-13.9,0.561,1.32,14.5,0.196,0.673,0.438,0.142,0.428,0.468,97.05,0.42,193,850,12720,7746,136,7419,6699,7601,5290,3247,6229,5155,7328,7434,7301,7210,7692,7021,7037,2015-16
136,Lineups,201144 - 201188 - 201145 - 201584 - 2216,"Conley,Mike - Gasol,Marc - Green,Jeff - Lee,Courtney - Randolph,Zach",1610612763,MEM,25,13,12,0.52,98.0,98.8,115.9,-17.2,0.667,2.29,17.9,0.22,0.726,0.434,0.106,0.441,0.491,92.32,0.416,82,109,12671,5167,137,6719,8100,7870,3528,1277,4577,4648,6886,7496,6029,6942,7341,8870,7086,2015-16
137,Lineups,203095 - 101112 - 202699 - 203506 - 202696,"Fournier,Evan - Frye,Channing - Harris,Tobias - Oladipo,Victor - Vucevic,Nikola",1610612753,ORL,13,5,8,0.385,98.0,101.3,102.8,-1.4,0.588,1.74,18.2,0.209,0.772,0.479,0.14,0.506,0.531,94.27,0.482,354,629,12486,6885,138,5837,6506,6534,5016,2391,4423,4739,5980,6628,7250,4789,5816,8173,6251,2015-16
138,Lineups,201589 - 201568 - 203914 - 203999 - 1626144,"Arthur,Darrell - Gallinari,Danilo - Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel",1610612743,DEN,10,5,5,0.5,97.0,113.3,99.2,14.2,0.659,2.16,20.2,0.231,0.776,0.515,0.128,0.539,0.588,96.79,0.596,565,629,11974,5174,140,4326,5416,4321,4281,1353,3413,4464,5952,4489,6861,4369,4402,7133,4518,2015-16
139,Lineups,202340 - 203109 - 203482 - 203096 - 202738,"Bradley,Avery - Crowder,Jae - Olynyk,Kelly - Sullinger,Jared - Thomas,Isaiah",1610612738,BOS,23,13,10,0.565,97.0,115.3,94.5,20.8,0.614,2.16,18.6,0.258,0.772,0.514,0.118,0.524,0.579,103.72,0.631,99,109,12603,5075,139,4037,4982,3812,4610,1353,4220,3779,5982,4514,6452,4611,4606,4586,4068,2015-16
140,Lineups,201942 - 202709 - 200768 - 202335 - 202685,"DeRozan,DeMar - Joseph,Cory - Lowry,Kyle - Patterson,Patrick - Valanciunas,Jonas",1610612761,TOR,30,21,9,0.7,97.0,125.6,111.8,13.8,0.474,1.71,14.4,0.284,0.829,0.56,0.109,0.567,0.628,93.12,0.597,49,35,12561,4268,141,3044,7624,4347,7104,2401,6253,3584,5094,3694,6134,3891,3595,8610,4507,2015-16
141,Lineups,1626164 - 2199 - 203462 - 202693 - 200782,"Booker,Devin - Chandler,Tyson - Goodwin,Archie - Morris,Markieff - Tucker,PJ",1610612756,PHX,6,0,6,0.0,96.0,103.5,114.2,-10.7,0.606,1.19,17.0,0.253,0.75,0.521,0.189,0.523,0.568,95.42,0.454,1227,7959,12204,7959,143,5454,7920,7319,4652,3442,4899,3793,6120,4408,9010,4630,4848,7671,6602,2015-16
142,Lineups,203459 - 202334 - 203090 - 203086 - 203468,"Crabbe,Allen - Davis,Ed - Harkless,Maurice - Leonard,Meyers - McCollum,CJ",1610612757,POR,22,8,14,0.364,96.0,104.6,98.4,6.2,0.573,1.47,17.5,0.319,0.758,0.535,0.167,0.519,0.529,93.06,0.509,113,276,12720,6924,142,5303,5363,5017,5103,2984,4748,3209,6101,4170,8156,4680,5861,8629,5715,2015-16
143,Lineups,201145 - 201599 - 201601 - 101108 - 200755,"Green,Jeff - Jordan,DeAndre - Mbah a Moute,Luc - Paul,Chris - Redick,JJ",1610612746,LAC,9,6,3,0.667,95.0,117.8,106.5,11.3,0.617,2.78,20.0,0.189,0.728,0.471,0.097,0.569,0.602,94.51,0.574,690,482,10859,4306,145,3793,7084,4556,4569,983,3464,5191,6818,6729,5755,3877,4100,8055,4801,2015-16
144,Lineups,2207 - 1626196 - 2548 - 202355 - 1626159,"Johnson,Joe - Richardson,Josh - Wade,Dwyane - Whiteside,Hassan - Winslow,Justise",1610612748,MIA,17,12,5,0.706,95.0,120.0,107.7,12.3,0.425,1.54,15.3,0.301,0.81,0.566,0.131,0.577,0.607,94.02,0.552,215,129,11974,4262,144,3599,7196,4482,7395,2645,5900,3312,5269,3631,6962,3728,4049,8267,5131,2015-16
145,Lineups,203484 - 203083 - 101141 - 202704 - 1626169,"Caldwell-Pope,Kentavious - Drummond,Andre - Ilyasova,Ersan - Jackson,Reggie - Johnson,Stanley",1610612765,DET,31,15,16,0.484,94.0,98.0,111.1,-13.1,0.432,0.91,12.7,0.291,0.739,0.517,0.18,0.494,0.517,98.84,0.398,44,70,12742,6582,146,6763,7567,7522,7275,5108,6942,3411,6730,4459,8758,6239,6117,6263,7337,2015-16
146,Lineups,202710 - 2399 - 2200 - 201959 - 201565,"Butler,Jimmy - Dunleavy,Mike - Gasol,Pau - Gibson,Taj - Rose,Derrick",1610612741,CHI,6,3,3,0.5,93.0,102.0,101.8,0.2,0.688,2.65,19.1,0.302,0.789,0.538,0.102,0.447,0.488,99.72,0.517,1227,1205,10859,5174,148,5709,6353,5540,3466,1029,4040,3310,5743,4150,5941,6844,7387,5942,5625,2015-16
147,Lineups,201150 - 1626163 - 203087 - 202391 - 101107,"Hawes,Spencer - Kaminsky,Frank - Lamb,Jeremy - Lin,Jeremy - Williams,Marvin",1610612766,CHA,19,8,11,0.421,93.0,114.9,92.6,22.3,0.675,2.08,20.6,0.286,0.755,0.538,0.142,0.549,0.581,92.8,0.63,170,276,12643,6729,147,4069,4837,3697,3516,1383,3164,3426,6109,4080,7298,4232,4564,8728,4074,2015-16
148,Lineups,202730 - 201978 - 201588 - 201941 - 201155,"Allen,Lavoy - Budinger,Chase - Hill,George - Hill,Jordan - Stuckey,Rodney",1610612754,IND,15,8,7,0.533,92.0,115.6,95.6,20.0,0.512,1.68,17.3,0.315,0.861,0.586,0.141,0.55,0.584,95.5,0.603,274,276,12373,5155,150,4020,5090,3878,5611,2432,4811,3224,4555,3215,7287,4180,4449,7633,4390,2015-16
149,Lineups,2772 - 201976 - 201935 - 2730 - 203093,"Ariza,Trevor - Beverley,Patrick - Harden,James - Howard,Dwight - Jones,Terrence",1610612745,HOU,24,12,12,0.5,92.0,106.6,127.8,-21.2,0.477,1.15,13.0,0.247,0.657,0.432,0.145,0.503,0.551,98.23,0.363,96,129,12671,5174,149,4981,9220,8151,7094,3502,6852,4384,8125,7512,7492,4801,5312,6544,7742,2015-16
150,Lineups,201589 - 203914 - 203999 - 1626144 - 203960,"Arthur,Darrell - Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel - Sampson,JaKarr",1610612743,DEN,11,5,6,0.455,90.0,89.3,117.7,-28.4,0.597,1.74,15.6,0.282,0.765,0.495,0.123,0.399,0.432,99.5,0.352,482,629,12204,6606,151,7520,8278,8635,4969,2392,5720,3592,6054,6459,6614,7784,8255,6015,7857,2015-16
151,Lineups,203897 - 203498 - 201937 - 1626157 - 203952,"LaVine,Zach - Muhammad,Shabazz - Rubio,Ricky - Towns,Karl-Anthony - Wiggins,Andrew",1610612750,MIN,21,6,15,0.286,90.0,116.5,115.6,1.0,0.587,1.57,17.1,0.178,0.747,0.481,0.139,0.566,0.63,104.24,0.533,132,482,12731,7476,152,3905,8070,5481,5020,2620,4890,5305,6693,6592,7249,3912,3574,4431,5405,2015-16
152,Lineups,201583 - 202708 - 201967 - 203076 - 201950,"Anderson,Ryan - Cole,Norris - Cunningham,Dante - Davis,Anthony - Holiday,Jrue",1610612740,NOP,21,9,12,0.429,89.0,106.0,106.3,-0.3,0.609,2.0,17.2,0.184,0.779,0.445,0.113,0.494,0.545,99.22,0.502,132,224,12671,6665,158,5154,6969,6452,4634,1395,4847,5232,5823,7234,6325,6243,5442,6120,5778,2015-16
153,Lineups,203507 - 201573 - 203487 - 203114 - 202328,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Middleton,Khris - Monroe,Greg",1610612749,MIL,19,8,11,0.421,89.0,111.9,105.7,6.1,0.583,1.5,17.2,0.225,0.753,0.5,0.15,0.556,0.598,100.9,0.55,170,276,12643,6729,157,4488,6920,5021,5027,2662,4866,4539,6117,4600,7694,4080,4210,5490,5170,2015-16
154,Lineups,201587 - 2744 - 202391 - 202689 - 101107,"Batum,Nicolas - Jefferson,Al - Lin,Jeremy - Walker,Kemba - Williams,Marvin",1610612766,CHA,26,19,7,0.731,89.0,119.1,86.1,33.0,0.575,1.91,17.1,0.253,0.753,0.528,0.12,0.542,0.602,97.65,0.716,72,40,12373,4190,154,3651,4203,3009,5098,2199,4886,3794,6118,4280,6523,4323,4096,6756,3111,2015-16
155,Lineups,203459 - 202334 - 203090 - 201945 - 203081,"Crabbe,Allen - Davis,Ed - Harkless,Maurice - Henderson,Gerald - Lillard,Damian",1610612757,POR,27,13,14,0.481,89.0,108.6,116.0,-7.4,0.443,1.15,12.9,0.316,0.675,0.5,0.147,0.51,0.549,97.75,0.472,65,109,12720,6583,153,4832,8108,7056,7260,3502,6872,3216,7325,4600,7597,4768,5356,6731,6365,2015-16
156,Lineups,204038 - 1626170 - 202338 - 202498 - 202682,"Galloway,Langston - Grant,Jerian - Seraphin,Kevin - Thomas,Lance - Williams,Derrick",1610612752,NYK,20,8,12,0.4,89.0,87.3,99.3,-12.0,0.684,1.34,16.0,0.18,0.737,0.436,0.153,0.404,0.469,100.93,0.42,152,276,12671,6753,156,7707,5422,7425,3487,3093,5567,5299,6736,7467,7780,7507,7678,5477,7034,2015-16
157,Lineups,202330 - 203918 - 1626168 - 203526 - 203481,"Hayward,Gordon - Hood,Rodney - Lyles,Trey - Neto,Raul - Withey,Jeff",1610612762,UTA,12,5,7,0.417,89.0,108.8,116.6,-7.9,0.597,1.29,17.9,0.246,0.817,0.512,0.186,0.547,0.594,90.6,0.445,403,629,12373,6731,155,4799,8180,7089,4969,3263,4563,4386,5214,4538,8949,4250,4284,9415,6684,2015-16
158,Lineups,201158 - 201956 - 1626161 - 201954 - 201585,"Belinelli,Marco - Casspi,Omri - Cauley-Stein,Willie - Collison,Darren - Koufos,Kosta",1610612758,SAC,23,10,13,0.435,88.0,95.1,109.0,-13.9,0.5,1.33,14.3,0.333,0.818,0.557,0.146,0.44,0.468,100.25,0.421,99,180,12694,6662,160,6989,7345,7602,5620,3094,6301,2403,5150,3725,7587,6954,7691,5727,7031,2015-16
159,Lineups,202339 - 2199 - 202688 - 202720 - 200782,"Bledsoe,Eric - Chandler,Tyson - Knight,Brandon - Leuer,Jon - Tucker,PJ",1610612756,PHX,9,6,3,0.667,88.0,92.9,114.2,-21.3,0.415,0.9,12.1,0.195,0.8,0.474,0.167,0.477,0.504,98.57,0.396,690,482,10859,4306,159,7191,7943,8165,7420,5113,7239,5161,5302,6688,8303,6384,6539,6397,7353,2015-16
160,Lineups,203459 - 202334 - 203090 - 203086 - 203081,"Crabbe,Allen - Davis,Ed - Harkless,Maurice - Leonard,Meyers - Lillard,Damian",1610612757,POR,27,11,16,0.407,88.0,97.3,111.4,-14.1,0.587,1.23,15.3,0.301,0.784,0.529,0.167,0.455,0.5,96.83,0.427,65,158,12742,6752,161,6814,7592,7624,5017,3379,5891,3313,5796,4277,8300,6691,6576,7123,6950,2015-16
161,Lineups,201167 - 2546 - 204038 - 201577 - 204001,"Afflalo,Arron - Anthony,Carmelo - Galloway,Langston - Lopez,Robin - Porzingis,Kristaps",1610612752,NYK,15,4,11,0.267,87.0,104.7,95.8,8.9,0.645,2.67,16.6,0.248,0.792,0.483,0.085,0.432,0.495,94.99,0.547,274,850,12643,7520,163,5295,5117,4776,4319,999,5348,4383,5711,6560,5461,7070,7294,7837,5201,2015-16
162,Lineups,2571 - 203084 - 2738 - 2733 - 201578,"Barbosa,Leandro - Barnes,Harrison - Iguodala,Andre - Livingston,Shaun - Speights,Marreese",1610612744,GSW,25,23,2,0.92,87.0,99.9,104.3,-4.4,0.652,1.72,18.0,0.247,0.753,0.493,0.141,0.453,0.517,98.4,0.481,82,30,9124,3767,164,6648,6771,6800,4297,2400,4541,4385,6115,6464,7290,6742,6105,6471,6262,2015-16
163,Lineups,203084 - 201939 - 203110 - 2733 - 202691,"Barnes,Harrison - Curry,Stephen - Green,Draymond - Livingston,Shaun - Thompson,Klay",1610612744,GSW,29,24,5,0.828,87.0,130.5,107.9,22.6,0.663,2.21,20.8,0.286,0.737,0.545,0.132,0.611,0.667,99.77,0.631,56,21,11974,3872,162,2703,7222,3679,4274,1326,3114,3426,6736,3945,7000,3189,2879,5931,4066,2015-16
164,Lineups,203115 - 202702 - 201568 - 203914 - 1626144,"Barton,Will - Faried,Kenneth - Gallinari,Danilo - Harris,Gary - Mudiay,Emmanuel",1610612743,DEN,22,8,14,0.364,87.0,115.0,114.7,0.3,0.522,1.35,14.3,0.299,0.747,0.52,0.139,0.5,0.584,104.51,0.504,113,276,12720,6924,166,4061,7988,5533,5583,3092,6310,3376,6695,4435,7233,4806,4450,4351,5768,2015-16
165,Lineups,203477 - 203924 - 203457 - 202397 - 203138,"Canaan,Isaiah - Grant,Jerami - Noel,Nerlens - Smith,Ish - Thompson,Hollis",1610612755,PHI,15,3,12,0.2,87.0,99.8,104.6,-4.7,0.6,1.44,15.8,0.146,0.747,0.441,0.139,0.493,0.538,103.41,0.445,274,1205,12671,7765,165,6654,6795,6830,4660,3002,5660,5706,6694,7415,7221,6250,5563,4673,6685,2015-16
166,Lineups,202730 - 101145 - 202331 - 201588 - 201941,"Allen,Lavoy - Ellis,Monta - George,Paul - Hill,George - Hill,Jordan",1610612754,IND,25,13,12,0.52,86.0,114.4,98.4,16.0,0.6,1.77,16.6,0.329,0.765,0.55,0.129,0.5,0.559,92.2,0.594,82,109,12671,5167,167,4105,5356,4165,4660,2326,5369,3187,6054,3903,6922,4806,5139,8912,4551,2015-16
167,Lineups,202329 - 203459 - 203468 - 203486 - 203943,"Aminu,Al-Farouq - Crabbe,Allen - McCollum,CJ - Plumlee,Mason - Vonleh,Noah",1610612757,POR,10,5,5,0.5,86.0,103.4,104.1,-0.6,0.561,1.61,16.6,0.178,0.718,0.468,0.133,0.521,0.549,95.13,0.513,565,629,11974,5174,168,5459,6698,6475,5290,2581,5360,5305,6921,6790,7017,4664,5357,7786,5674,2015-16
168,Lineups,203924 - 204456 - 203457 - 1626143 - 203917,"Grant,Jerami - McConnell,T.J. - Noel,Nerlens - Okafor,Jahlil - Stauskas,Nik",1610612755,PHI,10,1,9,0.1,86.0,78.7,105.6,-26.9,0.475,0.67,12.8,0.211,0.738,0.488,0.241,0.443,0.463,94.96,0.338,565,3229,12561,7948,169,8529,6907,8514,7103,5368,6919,4720,6731,6509,10115,6911,7787,7843,7970,2015-16
169,Lineups,101138 - 977 - 203903 - 203944 - 1626156,"Bass,Brandon - Bryant,Kobe - Clarkson,Jordan - Randle,Julius - Russell,D'Angelo",1610612747,LAL,31,7,24,0.226,85.0,124.5,116.8,7.7,0.468,4.63,15.5,0.305,0.753,0.516,0.045,0.523,0.568,98.2,0.526,44,364,12769,7745,171,3188,8222,4872,7126,213,5798,3301,6115,4474,4878,4628,4940,6558,5492,2015-16
170,Lineups,2547 - 2736 - 201609 - 2405 - 2548,"Bosh,Chris - Deng,Luol - Dragic,Goran - Stoudemire,Amar'e - Wade,Dwyane",1610612748,MIA,12,7,5,0.583,85.0,108.7,99.6,9.1,0.714,2.39,22.5,0.25,0.883,0.577,0.134,0.53,0.56,97.57,0.565,403,364,11974,5001,172,4802,5444,4749,3240,1213,2612,3797,4371,3334,7041,4531,5120,6803,4950,2015-16
171,Lineups,201942 - 200768 - 202335 - 203082 - 202685,"DeRozan,DeMar - Lowry,Kyle - Patterson,Patrick - Ross,Terrence - Valanciunas,Jonas",1610612761,TOR,32,24,8,0.75,85.0,131.6,101.4,30.2,0.53,3.67,19.1,0.127,0.773,0.5,0.067,0.626,0.677,95.69,0.682,42,21,12486,3992,170,2639,6273,3165,5539,464,4024,5938,5967,4600,5110,2902,2785,7570,3450,2015-16
172,Lineups,2037 - 201933 - 201599 - 101108 - 200755,"Crawford,Jamal - Griffin,Blake - Jordan,DeAndre - Paul,Chris - Redick,JJ",1610612746,LAC,21,12,9,0.571,84.0,122.9,105.6,17.4,0.736,3.12,21.3,0.129,0.729,0.458,0.091,0.621,0.642,103.56,0.646,132,129,12561,5015,174,3349,6901,4058,3170,552,2975,5937,6816,7000,5566,3120,3400,4644,3900,2015-16
173,Lineups,2736 - 201609 - 101123 - 2548 - 202355,"Deng,Luol - Dragic,Goran - Green,Gerald - Wade,Dwyane - Whiteside,Hassan",1610612748,MIA,20,14,6,0.7,84.0,109.9,117.4,-7.5,0.529,1.48,17.0,0.313,0.703,0.518,0.156,0.528,0.564,91.63,0.464,152,90,12204,4268,173,4710,8258,7058,5557,2979,4996,3230,7151,4456,7897,4553,4998,9119,6458,2015-16
174,Lineups,2754 - 201596 - 201188 - 201584 - 2216,"Allen,Tony - Chalmers,Mario - Gasol,Marc - Lee,Courtney - Randolph,Zach",1610612763,MEM,14,10,4,0.714,83.0,97.0,110.3,-13.3,0.607,1.54,17.6,0.246,0.708,0.477,0.153,0.474,0.511,89.72,0.456,310,180,11563,4210,176,6839,7490,7544,4650,2645,4661,4389,7114,6657,7778,6414,6293,9714,6552,2015-16
175,Lineups,203382 - 2581 - 203484 - 1626169 - 201229,"Baynes,Aron - Blake,Steve - Caldwell-Pope,Kentavious - Johnson,Stanley - Tolliver,Anthony",1610612765,DET,19,11,8,0.579,83.0,99.5,111.1,-11.5,0.687,1.84,19.3,0.288,0.727,0.503,0.148,0.49,0.504,94.27,0.482,170,158,12486,5013,177,6668,7545,7383,3482,2244,3954,3423,6819,4591,7654,6263,6540,8169,6250,2015-16
176,Lineups,2037 - 201599 - 101108 - 1718 - 200755,"Crawford,Jamal - Jordan,DeAndre - Paul,Chris - Pierce,Paul - Redick,JJ",1610612746,LAC,27,19,8,0.704,83.0,116.8,102.1,14.8,0.643,1.73,19.5,0.115,0.846,0.492,0.145,0.619,0.654,99.01,0.605,65,40,12486,4266,175,3849,6407,4263,4321,2394,3899,6062,4742,6477,7500,3126,3194,6196,4375,2015-16
177,Lineups,203473 - 203095 - 203932 - 203506 - 203901,"Dedmon,Dewayne - Fournier,Evan - Gordon,Aaron - Oladipo,Victor - Payton,Elfrid",1610612753,ORL,12,4,8,0.333,82.0,106.2,109.8,-3.6,0.635,1.81,20.1,0.265,0.597,0.441,0.154,0.534,0.558,100.8,0.483,403,850,12486,6949,180,5124,7424,6728,4408,2279,3421,3740,8537,7409,7812,4458,5164,5528,6248,2015-16
178,Lineups,2736 - 201609 - 2207 - 2548 - 202355,"Deng,Luol - Dragic,Goran - Johnson,Joe - Wade,Dwyane - Whiteside,Hassan",1610612748,MIA,15,10,5,0.667,82.0,118.5,104.3,14.1,0.532,2.16,17.9,0.324,0.766,0.554,0.115,0.536,0.578,96.75,0.578,274,180,11974,4306,179,3723,6772,4324,5534,1355,4548,3196,6049,3871,6393,4423,4627,7158,4754,2015-16
179,Lineups,201142 - 200751 - 202683 - 202713 - 203079,"Durant,Kevin - Foye,Randy - Kanter,Enes - Singler,Kyle - Waiters,Dion",1610612760,OKC,13,7,6,0.538,82.0,101.4,124.7,-23.2,0.55,0.89,14.8,0.353,0.59,0.479,0.223,0.5,0.55,96.35,0.383,354,364,12204,5140,178,5814,8956,8285,5397,5117,6035,2364,8542,6622,9855,4806,5323,7305,7507,2015-16
180,Lineups,201571 - 203115 - 203530 - 203994 - 1626253,"Augustin,D.J. - Barton,Will - Lauvergne,Joffrey - Nurkic,Jusuf - Toupane,Axel",1610612743,DEN,7,2,5,0.286,81.0,120.4,103.8,16.5,0.597,2.09,20.0,0.353,0.8,0.571,0.138,0.578,0.594,93.27,0.586,991,1872,11974,7476,182,3509,6671,4129,4967,1377,3455,2364,5302,3363,7208,3720,4281,8549,4644,2015-16
181,Lineups,201587 - 2744 - 201584 - 202689 - 101107,"Batum,Nicolas - Jefferson,Al - Lee,Courtney - Walker,Kemba - Williams,Marvin",1610612766,CHA,20,15,5,0.75,81.0,120.9,105.7,15.2,0.542,3.25,19.1,0.162,0.767,0.475,0.078,0.583,0.608,92.96,0.529,152,70,11974,3992,183,3465,6919,4227,5467,539,4041,5615,6042,6680,5295,3576,4013,8669,5441,2015-16
182,Lineups,1495 - 201980 - 202695 - 2225 - 2561,"Duncan,Tim - Green,Danny - Leonard,Kawhi - Parker,Tony - West,David",1610612759,SAS,21,17,4,0.81,81.0,108.8,92.0,16.8,0.636,1.62,19.1,0.243,0.813,0.538,0.162,0.537,0.576,93.58,0.602,132,52,11563,3883,181,4798,4756,4088,4365,2575,4025,4401,5236,4148,8068,4417,4672,8432,4398,2015-16
