,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,Season
59,Lineups,203459 - 202334 - 201945 - 203086 - 203468,"Crabbe,Allen - Davis,Ed - Henderson,Gerald - Leonard,Meyers - McCollum,CJ",1610612757,POR,34,21,13,0.618,194.0,106.3,104.3,2.0,0.589,1.82,18.3,0.169,0.842,0.51,0.132,0.536,0.565,96.52,0.506,37,35,12694,4801,60,5118,6770,5381,4997,2271,4390,5353,4797,4553,6987,4424,4974,7225,5754,2015-16
60,Lineups,202702 - 203914 - 203999 - 1626144 - 203960,"Faried,Kenneth - Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel - Sampson,JaKarr",1610612743,DEN,14,6,8,0.429,193.0,111.6,102.5,9.1,0.669,1.82,20.6,0.283,0.793,0.557,0.159,0.554,0.584,96.93,0.556,310,482,12486,6665,61,4516,6484,4748,3526,2272,3173,3587,5700,3726,7985,4141,4461,7066,5047,2015-16
61,Lineups,2736 - 201609 - 1626196 - 202355 - 1626159,"Deng,Luol - Dragic,Goran - Richardson,Josh - Whiteside,Hassan - Winslow,Justise",1610612748,MIA,22,15,7,0.682,190.0,111.3,105.5,5.7,0.598,1.91,18.6,0.299,0.759,0.545,0.135,0.537,0.561,98.43,0.574,113,70,12373,4302,62,4562,6899,5054,4966,2203,4215,3375,6097,4031,7109,4417,5110,6459,4804,2015-16
62,Lineups,202332 - 2037 - 202325 - 203143 - 203085,"Aldrich,Cole - Crawford,Jamal - Johnson,Wesley - Prigioni,Pablo - Rivers,Austin",1610612746,LAC,23,14,9,0.609,187.0,90.4,108.6,-18.3,0.578,1.21,15.6,0.167,0.63,0.384,0.164,0.455,0.494,96.56,0.365,99,90,12561,4812,63,7410,7292,7941,5084,3394,5731,5355,8220,8538,8120,6690,7301,7212,7695,2015-16
63,Lineups,200746 - 201980 - 202695 - 2225 - 2561,"Aldridge,LaMarcus - Green,Danny - Leonard,Kawhi - Parker,Tony - West,David",1610612759,SAS,25,19,6,0.76,185.0,104.0,97.4,6.6,0.591,2.41,19.1,0.194,0.823,0.497,0.107,0.504,0.529,96.13,0.528,82,40,12204,3989,64,5398,5268,4962,4983,1202,4021,5167,5143,6449,6068,4796,5860,7398,5466,2015-16
64,Lineups,201956 - 202326 - 200752 - 203463 - 200765,"Casspi,Omri - Cousins,DeMarcus - Gay,Rudy - McLemore,Ben - Rondo,Rajon",1610612758,SAC,23,12,11,0.522,178.0,103.8,104.4,-0.7,0.604,1.48,18.8,0.213,0.762,0.504,0.171,0.548,0.567,103.17,0.517,99,129,12643,5165,65,5414,6781,6479,4657,2981,4122,4715,6071,4586,8512,4240,4956,4748,5622,2015-16
65,Lineups,203501 - 201143 - 203471 - 203118 - 200757,"Hardaway Jr.,Tim - Horford,Al - Schroder,Dennis - Scott,Mike - Sefolosha,Thabo",1610612737,ATL,39,24,15,0.615,178.0,106.0,86.7,19.3,0.697,2.41,20.8,0.157,0.803,0.5,0.116,0.524,0.557,96.98,0.624,25,21,12731,4802,66,5160,4245,3922,3430,1201,3136,5637,5297,4600,6406,4609,5190,7052,4167,2015-16
66,Lineups,202339 - 2199 - 202688 - 202693 - 200782,"Bledsoe,Eric - Chandler,Tyson - Knight,Brandon - Morris,Markieff - Tucker,PJ",1610612756,PHX,13,5,8,0.385,177.0,105.0,100.2,4.8,0.466,1.26,14.3,0.236,0.798,0.515,0.146,0.511,0.547,100.11,0.52,354,629,12486,6885,67,5264,6118,5135,7142,3296,6480,4432,5688,4490,7588,4762,5393,5780,5587,2015-16
67,Lineups,202329 - 203086 - 203081 - 203468 - 203486,"Aminu,Al-Farouq - Leonard,Meyers - Lillard,Damian - McCollum,CJ - Plumlee,Mason",1610612757,POR,22,10,12,0.455,175.0,113.0,111.3,1.6,0.624,1.96,18.7,0.148,0.785,0.476,0.125,0.563,0.604,98.86,0.488,113,180,12671,6606,68,4357,7590,5404,4548,2186,4178,5704,5795,6677,6736,3933,4080,6248,6196,2015-16
68,Lineups,203084 - 201939 - 203110 - 2738 - 202691,"Barnes,Harrison - Curry,Stephen - Green,Draymond - Iguodala,Andre - Thompson,Klay",1610612744,GSW,37,35,2,0.946,172.0,142.0,95.0,47.0,0.659,2.22,22.5,0.27,0.716,0.541,0.142,0.723,0.75,107.67,0.732,28,8,9124,3762,69,1993,5035,2294,4276,1320,2610,3688,6924,4068,7311,1897,2102,3470,3008,2015-16
69,Lineups,203484 - 203083 - 202704 - 202694 - 201229,"Caldwell-Pope,Kentavious - Drummond,Andre - Jackson,Reggie - Morris,Marcus - Tolliver,Anthony",1610612765,DET,45,24,21,0.533,169.0,106.6,97.2,9.4,0.373,1.51,12.0,0.262,0.775,0.509,0.102,0.5,0.518,97.02,0.521,15,21,12762,5155,70,4983,5256,4723,7732,2658,7259,3766,5956,4569,5944,4806,6081,7037,5569,2015-16
70,Lineups,2754 - 201144 - 201188 - 201145 - 2216,"Allen,Tony - Conley,Mike - Gasol,Marc - Green,Jeff - Randolph,Zach",1610612763,MEM,18,12,6,0.667,167.0,96.2,108.0,-11.8,0.479,1.1,13.9,0.28,0.715,0.487,0.167,0.465,0.5,90.72,0.434,193,129,12204,4306,71,6904,7227,7403,7089,3549,6549,3605,6926,6512,8301,6523,6575,9379,6828,2015-16
71,Lineups,203095 - 202699 - 203506 - 203901 - 202696,"Fournier,Evan - Harris,Tobias - Oladipo,Victor - Payton,Elfrid - Vucevic,Nikola",1610612753,ORL,19,5,14,0.263,165.0,90.7,104.0,-13.3,0.642,1.51,17.0,0.206,0.756,0.481,0.148,0.433,0.478,98.49,0.434,170,629,12720,7523,72,7390,6693,7546,4350,2659,4997,4762,6106,6589,7658,7068,7521,6428,6833,2015-16
72,Lineups,203521 - 2544 - 201567 - 202389 - 2747,"Dellavedova,Matthew - James,LeBron - Love,Kevin - Mozgov,Timofey - Smith,JR",1610612739,CLE,35,24,11,0.686,163.0,109.5,109.4,0.1,0.614,1.56,18.5,0.258,0.766,0.531,0.162,0.553,0.578,92.91,0.49,35,21,12643,4300,73,4744,7382,5548,4607,2633,4257,3784,6049,4234,8065,4149,4636,8684,6170,2015-16
73,Lineups,201587 - 203798 - 2744 - 202689 - 101107,"Batum,Nicolas - Hairston,PJ - Jefferson,Al - Walker,Kemba - Williams,Marvin",1610612766,CHA,14,8,6,0.571,162.0,111.2,100.2,10.9,0.576,2.42,18.3,0.208,0.814,0.497,0.102,0.526,0.556,96.84,0.528,310,276,12204,5015,74,4569,6119,4591,5097,1199,4379,4752,5235,6452,5939,4575,5205,7121,5460,2015-16
74,Lineups,203382 - 2581 - 1626169 - 202694 - 201229,"Baynes,Aron - Blake,Steve - Johnson,Stanley - Morris,Marcus - Tolliver,Anthony",1610612765,DET,27,15,12,0.556,160.0,104.6,92.0,12.5,0.551,1.4,16.9,0.205,0.833,0.526,0.157,0.541,0.564,95.0,0.568,65,70,12671,5085,75,5307,4761,4461,5394,3032,5022,4771,4822,4327,7932,4353,5000,7833,4906,2015-16
75,Lineups,202325 - 201599 - 201601 - 101108 - 200755,"Johnson,Wesley - Jordan,DeAndre - Mbah a Moute,Luc - Paul,Chris - Redick,JJ",1610612746,LAC,29,23,6,0.793,158.0,104.3,86.0,18.3,0.633,1.9,17.9,0.187,0.72,0.461,0.125,0.507,0.54,98.59,0.614,56,30,12204,3963,76,5321,4197,3981,4411,2205,4560,5222,6914,6979,6737,4782,5528,6388,4274,2015-16
76,Lineups,101106 - 201939 - 203110 - 2738 - 202691,"Bogut,Andrew - Curry,Stephen - Green,Draymond - Iguodala,Andre - Thompson,Klay",1610612744,GSW,46,42,4,0.913,156.0,124.0,92.2,31.8,0.719,1.89,22.6,0.22,0.69,0.5,0.167,0.661,0.678,97.86,0.694,12,3,11563,3768,77,3226,4779,3076,3234,2213,2515,4647,7261,4600,8310,2624,2777,6694,3345,2015-16
77,Lineups,101145 - 202331 - 201588 - 201941 - 1626167,"Ellis,Monta - George,Paul - Hill,George - Hill,Jordan - Turner,Myles",1610612754,IND,25,12,13,0.48,156.0,101.0,104.7,-3.7,0.568,1.42,17.7,0.234,0.737,0.481,0.168,0.522,0.541,98.29,0.477,82,129,12694,6584,78,5879,6806,6731,5243,3028,4627,4459,6736,6576,8335,4649,5509,6520,6300,2015-16
78,Lineups,202711 - 201961 - 201572 - 202388 - 201152,"Bogdanovic,Bojan - Ellington,Wayne - Lopez,Brook - Sloan,Donald - Young,Thaddeus",1610612751,BKN,18,5,13,0.278,155.0,99.8,106.0,-6.2,0.55,1.61,16.5,0.151,0.721,0.444,0.131,0.492,0.533,97.07,0.457,193,629,12694,7513,80,6657,6937,6949,5397,2580,5380,5687,6908,7400,6974,6254,5689,7016,6544,2015-16
79,Lineups,201933 - 201599 - 101108 - 200755 - 202362,"Griffin,Blake - Jordan,DeAndre - Paul,Chris - Redick,JJ - Stephenson,Lance",1610612746,LAC,16,10,6,0.625,155.0,115.0,95.0,19.9,0.631,2.24,21.2,0.164,0.758,0.498,0.127,0.602,0.616,102.81,0.641,235,180,12204,4768,79,4063,5034,3882,4421,1314,2992,5611,6103,6447,6854,3305,3843,4908,3942,2015-16
80,Lineups,2736 - 201609 - 2548 - 202355 - 1626159,"Deng,Luol - Dragic,Goran - Wade,Dwyane - Whiteside,Hassan - Winslow,Justise",1610612748,MIA,31,20,11,0.645,154.0,103.5,90.7,12.8,0.438,1.14,13.7,0.262,0.771,0.527,0.156,0.498,0.539,100.22,0.592,44,38,12643,4746,81,5451,4652,4424,7265,3517,6600,3763,5988,4293,7890,6230,5542,5740,4564,2015-16
81,Lineups,2544 - 201567 - 202389 - 2747 - 2590,"James,LeBron - Love,Kevin - Mozgov,Timofey - Smith,JR - Williams,Mo",1610612739,CLE,15,9,6,0.6,154.0,104.6,101.9,2.6,0.625,1.43,18.9,0.274,0.81,0.549,0.182,0.538,0.557,96.27,0.508,274,224,12204,4817,82,5308,6364,5322,4435,3007,4117,3634,5270,3931,8826,4408,5167,7328,5735,2015-16
82,Lineups,201942 - 200768 - 1626181 - 2449 - 202685,"DeRozan,DeMar - Lowry,Kyle - Powell,Norman - Scola,Luis - Valanciunas,Jonas",1610612761,TOR,15,9,6,0.6,150.0,99.5,109.8,-10.2,0.509,1.06,15.0,0.25,0.832,0.552,0.184,0.508,0.543,91.11,0.439,274,224,12204,4817,83,6670,7421,7279,5617,3582,5971,3797,5090,3884,8915,4777,5482,9276,6779,2015-16
83,Lineups,202710 - 2200 - 201959 - 202703 - 201565,"Butler,Jimmy - Gasol,Pau - Gibson,Taj - Mirotic,Nikola - Rose,Derrick",1610612741,CHI,11,4,7,0.364,146.0,111.5,110.7,0.7,0.558,1.57,18.3,0.257,0.692,0.502,0.157,0.556,0.592,97.56,0.519,482,850,12373,6924,84,4539,7515,5500,5297,2631,4401,3785,7258,4597,7924,4079,4328,6805,5593,2015-16
84,Lineups,202357 - 203476 - 203897 - 2755 - 203498,"Bjelica,Nemanja - Dieng,Gorgui - LaVine,Zach - Martin,Kevin - Muhammad,Shabazz",1610612750,MIN,19,9,10,0.474,144.0,96.7,96.9,-0.1,0.551,1.06,14.2,0.184,0.809,0.51,0.168,0.457,0.533,101.73,0.499,170,224,12603,6587,85,6865,5219,6437,5395,3577,6502,5231,5283,4564,8334,6670,5700,5212,6102,2015-16
85,Lineups,203112 - 202326 - 200752 - 203463 - 200765,"Acy,Quincy - Cousins,DeMarcus - Gay,Rudy - McLemore,Ben - Rondo,Rajon",1610612758,SAC,13,6,7,0.462,143.0,106.2,104.9,1.3,0.638,1.46,19.9,0.179,0.799,0.521,0.182,0.57,0.6,103.73,0.53,354,482,12373,6600,86,5127,6822,5448,4359,2988,3786,5300,5685,4411,8825,3872,4190,4584,5439,2015-16
86,Lineups,203084 - 201939 - 203105 - 203110 - 202691,"Barnes,Harrison - Curry,Stephen - Ezeli,Festus - Green,Draymond - Thompson,Klay",1610612744,GSW,16,15,1,0.938,142.0,109.8,106.7,3.2,0.69,1.98,21.4,0.198,0.75,0.491,0.148,0.573,0.596,101.47,0.542,235,70,3761,3764,88,4721,7112,5270,3463,2184,2917,5151,6120,6484,7610,3769,4234,5293,5278,2015-16
87,Lineups,202687 - 201942 - 202709 - 200768 - 202335,"Biyombo,Bismack - DeRozan,DeMar - Joseph,Cory - Lowry,Kyle - Patterson,Patrick",1610612761,TOR,44,32,12,0.727,142.0,115.8,97.5,18.3,0.38,1.09,11.7,0.294,0.718,0.541,0.136,0.542,0.59,92.93,0.619,17,12,12671,4193,87,3999,5280,3984,7677,3559,7369,3383,6918,4063,7146,4324,4345,8678,4218,2015-16
88,Lineups,203932 - 202699 - 203506 - 203901 - 202696,"Gordon,Aaron - Harris,Tobias - Oladipo,Victor - Payton,Elfrid - Vucevic,Nikola",1610612753,ORL,14,5,9,0.357,141.0,105.0,112.6,-7.6,0.568,1.86,16.9,0.295,0.792,0.517,0.126,0.476,0.511,98.35,0.441,310,629,12561,6941,89,5257,7721,7072,5245,2226,5034,3382,5714,4473,6746,6402,6301,6496,6763,2015-16
89,Lineups,203078 - 101162 - 2743 - 203490 - 202322,"Beal,Bradley - Gortat,Marcin - Humphries,Kris - Porter Jr.,Otto - Wall,John",1610612764,WAS,10,4,6,0.4,139.0,95.0,104.4,-9.3,0.63,1.15,16.8,0.286,0.75,0.507,0.198,0.473,0.508,103.06,0.446,565,850,12204,6753,90,6991,6776,7207,4423,3500,5095,3426,6120,4576,9170,6426,6442,4795,6681,2015-16
90,Lineups,203507 - 201564 - 203114 - 202328 - 203953,"Antetokounmpo,Giannis - Mayo,O.J. - Middleton,Khris - Monroe,Greg - Parker,Jabari",1610612749,MIL,17,8,9,0.471,135.0,107.4,95.8,11.6,0.592,1.58,18.3,0.233,0.737,0.502,0.155,0.529,0.573,102.19,0.595,215,276,12561,6591,91,4927,5115,4521,4981,2619,4377,4462,6736,4596,7879,4545,4733,5080,4523,2015-16
91,Lineups,203507 - 201564 - 203114 - 203953 - 203101,"Antetokounmpo,Giannis - Mayo,O.J. - Middleton,Khris - Parker,Jabari - Plumlee,Miles",1610612749,MIL,12,6,6,0.5,133.0,106.1,103.4,2.7,0.647,1.83,20.2,0.278,0.73,0.494,0.156,0.52,0.545,98.62,0.496,403,482,12204,5174,92,5132,6638,5318,4310,2246,3396,3611,6808,6463,7888,4665,5438,6376,6120,2015-16
92,Lineups,202340 - 201973 - 203482 - 203935 - 202323,"Bradley,Avery - Jerebko,Jonas - Olynyk,Kelly - Smart,Marcus - Turner,Evan",1610612738,BOS,21,13,8,0.619,133.0,118.9,96.4,22.5,0.622,2.74,20.0,0.239,0.759,0.493,0.1,0.566,0.595,96.24,0.626,132,109,12486,4798,93,3695,5175,3681,4554,995,3767,4416,6095,6467,5859,3914,4278,7342,4114,2015-16
93,Lineups,201956 - 201954 - 202326 - 200752 - 200765,"Casspi,Omri - Collison,Darren - Cousins,DeMarcus - Gay,Rudy - Rondo,Rajon",1610612758,SAC,30,15,15,0.5,133.0,113.6,100.7,12.9,0.637,1.53,18.4,0.372,0.745,0.579,0.17,0.53,0.579,99.89,0.601,49,70,12731,5174,94,4310,6149,4418,4363,2649,4284,2285,6697,3331,8387,4525,4623,5880,4400,2015-16
94,Lineups,203459 - 202334 - 203090 - 201945 - 203468,"Crabbe,Allen - Davis,Ed - Harkless,Maurice - Henderson,Gerald - McCollum,CJ",1610612757,POR,26,11,15,0.423,132.0,100.8,99.5,1.2,0.544,1.56,15.8,0.279,0.759,0.502,0.137,0.469,0.504,96.51,0.49,72,158,12731,6728,95,5923,5437,5452,5463,2634,5645,3607,6098,4594,7191,6463,6534,7233,6176,2015-16
95,Lineups,202329 - 203459 - 203081 - 203468 - 203486,"Aminu,Al-Farouq - Crabbe,Allen - Lillard,Damian - McCollum,CJ - Plumlee,Mason",1610612757,POR,37,17,20,0.459,131.0,109.8,102.3,7.5,0.525,2.04,14.5,0.246,0.737,0.475,0.093,0.459,0.538,100.82,0.556,28,52,12759,6605,97,4725,6424,4885,5574,1390,6130,4389,6736,6678,5669,6624,5576,5526,5046,2015-16
96,Lineups,201600 - 203076 - 201936 - 202087 - 201569,"Asik,Omer - Davis,Anthony - Evans,Tyreke - Gee,Alonzo - Gordon,Eric",1610612740,NOP,15,7,8,0.467,131.0,104.1,109.6,-5.5,0.647,1.78,18.6,0.266,0.761,0.502,0.144,0.489,0.529,93.66,0.476,274,364,12486,6595,96,5391,7405,6901,4310,2317,4239,3737,6079,4593,7482,6271,5859,8406,6309,2015-16
97,Lineups,202687 - 201960 - 201942 - 200768 - 2449,"Biyombo,Bismack - Carroll,DeMarre - DeRozan,DeMar - Lowry,Kyle - Scola,Luis",1610612761,TOR,15,8,7,0.533,130.0,102.6,110.3,-7.8,0.531,1.63,15.8,0.217,0.792,0.493,0.127,0.489,0.527,93.17,0.457,274,276,12373,5155,99,5602,7488,7082,5537,2559,5614,4662,5708,6467,6850,6278,5880,8593,6542,2015-16
98,Lineups,2037 - 202325 - 201599 - 101108 - 200755,"Crawford,Jamal - Johnson,Wesley - Jordan,DeAndre - Paul,Chris - Redick,JJ",1610612746,LAC,36,23,13,0.639,130.0,118.2,98.2,20.0,0.605,2.09,17.8,0.31,0.712,0.502,0.118,0.531,0.577,99.69,0.636,32,30,12694,4751,98,3759,5330,3864,4653,1377,4608,3257,7089,4595,6461,4500,4657,5951,4013,2015-16
99,Lineups,201587 - 202391 - 202689 - 101107 - 203469,"Batum,Nicolas - Lin,Jeremy - Walker,Kemba - Williams,Marvin - Zeller,Cody",1610612766,CHA,30,17,13,0.567,129.0,112.2,103.4,8.8,0.541,2.04,15.4,0.25,0.793,0.513,0.1,0.489,0.55,99.1,0.52,49,52,12694,5073,103,4465,6636,4781,5475,1390,5869,3797,5702,4531,5820,6274,5324,6162,5586,2015-16
100,Lineups,202710 - 2200 - 203926 - 202703 - 201565,"Butler,Jimmy - Gasol,Pau - McDermott,Doug - Mirotic,Nikola - Rose,Derrick",1610612741,CHI,32,14,18,0.438,129.0,101.8,94.8,7.0,0.607,1.42,17.5,0.186,0.786,0.512,0.161,0.515,0.558,107.5,0.557,42,90,12756,6661,102,5731,5001,4927,4641,3024,4701,5223,5752,4538,8056,4731,5155,3506,5043,2015-16
101,Lineups,203459 - 202334 - 201945 - 203086 - 203081,"Crabbe,Allen - Davis,Ed - Henderson,Gerald - Leonard,Meyers - Lillard,Damian",1610612757,POR,30,17,13,0.567,129.0,110.0,96.4,13.6,0.578,1.91,17.5,0.237,0.786,0.526,0.123,0.523,0.56,98.84,0.6,49,52,12694,5073,100,4703,5172,4368,5085,2199,4705,4430,5751,4326,6622,4629,5114,6261,4403,2015-16
102,Lineups,201142 - 201586 - 202683 - 203079 - 201566,"Durant,Kevin - Ibaka,Serge - Kanter,Enes - Waiters,Dion - Westbrook,Russell",1610612760,OKC,38,27,11,0.711,129.0,129.1,114.9,14.2,0.534,1.8,16.8,0.402,0.779,0.591,0.131,0.551,0.622,96.79,0.581,26,15,12643,4261,101,2769,8008,4315,5520,2280,5073,1923,5824,3170,6977,4178,3755,7136,4714,2015-16
103,Lineups,202339 - 202688 - 203458 - 202720 - 200782,"Bledsoe,Eric - Knight,Brandon - Len,Alex - Leuer,Jon - Tucker,PJ",1610612756,PHX,13,5,8,0.385,128.0,100.5,97.0,3.6,0.578,1.19,17.4,0.336,0.73,0.538,0.204,0.515,0.531,98.09,0.521,354,629,12486,6885,104,5953,5230,5241,5085,3443,4765,2402,6815,4149,9482,4723,5818,6610,5560,2015-16
104,Lineups,202340 - 101161 - 203096 - 202738 - 202323,"Bradley,Avery - Johnson,Amir - Sullinger,Jared - Thomas,Isaiah - Turner,Evan",1610612738,BOS,19,12,7,0.632,127.0,108.6,97.4,11.2,0.568,1.75,17.4,0.27,0.848,0.571,0.135,0.513,0.553,100.28,0.578,170,129,12373,4763,105,4833,5269,4564,5246,2332,4754,3689,4741,3609,7092,4743,5252,5707,4742,2015-16
105,Lineups,1626164 - 2199 - 202688 - 203458 - 200782,"Booker,Devin - Chandler,Tyson - Knight,Brandon - Len,Alex - Tucker,PJ",1610612756,PHX,9,2,7,0.222,126.0,93.2,111.5,-18.3,0.656,1.15,17.4,0.248,0.778,0.527,0.203,0.473,0.518,101.72,0.418,690,1872,12373,7746,106,7162,7597,7943,4284,3504,4763,4382,5825,4294,9475,6425,6099,5219,7055,2015-16
106,Lineups,201939 - 203105 - 203110 - 2738 - 202691,"Curry,Stephen - Ezeli,Festus - Green,Draymond - Iguodala,Andre - Thompson,Klay",1610612744,GSW,34,32,2,0.941,126.0,122.5,92.3,30.2,0.697,2.02,21.7,0.245,0.776,0.547,0.149,0.621,0.65,105.83,0.687,37,12,9124,3763,107,3365,4795,3169,3429,1394,2858,4395,5953,3944,7678,3121,3218,3975,3412,2015-16
107,Lineups,708 - 2755 - 201937 - 1626157 - 203952,"Garnett,Kevin - Martin,Kevin - Rubio,Ricky - Towns,Karl-Anthony - Wiggins,Andrew",1610612750,MIN,12,5,7,0.417,122.0,100.2,104.3,-4.1,0.711,1.88,19.1,0.212,0.709,0.465,0.137,0.468,0.522,97.58,0.503,403,629,12373,6731,108,5977,6767,6775,3345,2214,4039,4716,7102,6860,7188,6481,5985,6799,5774,2015-16
108,Lineups,101162 - 202693 - 203490 - 202066 - 202322,"Gortat,Marcin - Morris,Markieff - Porter Jr.,Otto - Temple,Garrett - Wall,John",1610612764,WAS,19,9,10,0.474,122.0,96.4,92.3,4.0,0.67,1.43,18.9,0.204,0.849,0.516,0.178,0.502,0.527,99.55,0.525,170,224,12603,6587,109,6889,4806,5197,3524,3006,4082,4774,4739,4488,8729,4802,5894,6002,5497,2015-16
109,Lineups,200746 - 1495 - 1938 - 202695 - 2225,"Aldridge,LaMarcus - Duncan,Tim - Ginobili,Manu - Leonard,Kawhi - Parker,Tony",1610612759,SAS,31,24,7,0.774,121.0,107.8,92.2,15.6,0.64,2.0,19.1,0.276,0.815,0.549,0.132,0.493,0.546,95.68,0.606,44,21,12373,3982,110,4894,4792,4190,4353,1395,4027,3626,5226,3928,7004,6248,5412,7571,4360,2015-16
110,Lineups,202702 - 201568 - 203914 - 201581 - 1626144,"Faried,Kenneth - Gallinari,Danilo - Harris,Gary - Hickson,JJ - Mudiay,Emmanuel",1610612743,DEN,9,5,4,0.556,121.0,101.4,108.5,-7.1,0.637,1.91,18.8,0.307,0.804,0.553,0.138,0.487,0.505,97.09,0.483,690,629,11563,5085,111,5819,7277,7037,4362,2198,4169,3296,5296,3878,7207,6295,6508,7008,6240,2015-16
111,Lineups,201162 - 101162 - 1626162 - 202066 - 202322,"Dudley,Jared - Gortat,Marcin - Oubre Jr.,Kelly - Temple,Garrett - Wall,John",1610612764,WAS,15,7,8,0.467,115.0,105.3,105.1,0.2,0.686,2.0,21.3,0.21,0.675,0.455,0.148,0.55,0.557,100.07,0.497,274,364,12486,6595,112,5222,6846,5538,3483,1395,2965,4738,7324,7019,7649,4227,5168,5802,6112,2015-16
112,Lineups,200746 - 2564 - 1938 - 202695 - 201988,"Aldridge,LaMarcus - Diaw,Boris - Ginobili,Manu - Leonard,Kawhi - Mills,Patty",1610612759,SAS,41,32,9,0.78,114.0,113.2,97.9,15.3,0.667,2.13,21.1,0.185,0.743,0.482,0.135,0.56,0.601,95.15,0.594,20,12,12561,3967,114,4336,5312,4218,3528,1365,3032,5228,6705,6575,7090,4038,4106,7774,4545,2015-16
113,Lineups,204038 - 1626170 - 203124 - 202498 - 202682,"Galloway,Langston - Grant,Jerian - O'Quinn,Kyle - Thomas,Lance - Williams,Derrick",1610612752,NYK,27,14,13,0.519,114.0,96.2,102.6,-6.4,0.603,1.24,15.4,0.25,0.804,0.53,0.163,0.453,0.51,97.91,0.473,65,90,12694,5170,113,6901,6487,6975,4658,3377,5863,3797,5293,4248,8088,6751,6362,6678,6359,2015-16
114,Lineups,1626161 - 202326 - 200752 - 203463 - 200765,"Cauley-Stein,Willie - Cousins,DeMarcus - Gay,Rudy - McLemore,Ben - Rondo,Rajon",1610612758,SAC,13,6,7,0.462,113.0,112.1,100.3,11.8,0.614,1.63,18.9,0.275,0.833,0.562,0.16,0.55,0.585,100.55,0.575,354,482,12373,6600,116,4471,6121,4509,4609,2556,4079,3631,4822,3685,8016,4180,4442,5607,4789,2015-16
115,Lineups,202324 - 202330 - 203918 - 1626168 - 203526,"Favors,Derrick - Hayward,Gordon - Hood,Rodney - Lyles,Trey - Neto,Raul",1610612762,UTA,19,12,7,0.632,113.0,108.2,97.9,10.3,0.535,1.59,16.3,0.224,0.794,0.522,0.135,0.519,0.559,91.32,0.559,170,129,12373,4763,115,4864,5315,4648,5515,2612,5453,4543,5695,4384,7107,4688,5137,9203,5016,2015-16
116,Lineups,2399 - 2200 - 201959 - 202734 - 201565,"Dunleavy,Mike - Gasol,Pau - Gibson,Taj - Moore,E'Twaun - Rose,Derrick",1610612741,CHI,9,4,5,0.444,112.0,115.4,112.4,3.0,0.606,2.22,19.2,0.24,0.655,0.47,0.118,0.545,0.587,99.09,0.537,690,850,11974,6625,117,4027,7653,5287,4651,1320,3982,4414,8130,6772,6459,4302,4409,6166,5351,2015-16
117,Lineups,2772 - 201976 - 201935 - 2730 - 2746,"Ariza,Trevor - Beverley,Patrick - Harden,James - Howard,Dwight - Smith,Josh",1610612745,HOU,18,8,10,0.444,110.0,107.1,101.0,6.1,0.648,1.84,17.6,0.286,0.835,0.532,0.132,0.481,0.533,102.99,0.532,193,276,12603,6625,118,4957,6195,5028,4309,2245,4697,3426,4821,4230,6988,6350,5670,4817,5412,2015-16
118,Lineups,1626148 - 203903 - 201579 - 1626204 - 101150,"Brown,Anthony - Clarkson,Jordan - Hibbert,Roy - Nance Jr.,Larry - Williams,Lou",1610612747,LAL,7,3,4,0.429,109.0,93.8,97.4,-3.6,0.462,1.24,12.4,0.21,0.759,0.476,0.127,0.428,0.477,98.55,0.462,991,1205,11563,6665,119,7109,5265,6727,7143,3376,7174,4736,6098,6661,6847,7212,7540,6406,6481,2015-16
119,Lineups,203497 - 202330 - 203918 - 1626168 - 203526,"Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Lyles,Trey - Neto,Raul",1610612762,UTA,17,8,9,0.471,109.0,113.2,102.5,10.7,0.536,2.05,17.7,0.195,0.798,0.5,0.114,0.563,0.581,86.25,0.553,215,276,12561,6591,120,4343,6482,4608,5508,1389,4637,5160,5686,4600,6371,3931,4567,10581,5124,2015-16
120,Lineups,201158 - 201954 - 202326 - 200752 - 200765,"Belinelli,Marco - Collison,Darren - Cousins,DeMarcus - Gay,Rudy - Rondo,Rajon",1610612758,SAC,26,13,13,0.5,108.0,111.1,106.1,4.9,0.687,2.19,20.4,0.223,0.716,0.468,0.128,0.56,0.574,105.5,0.562,72,109,12694,5174,121,4589,6957,5121,3481,1339,3310,4545,6925,6792,6875,4031,4707,4046,4990,2015-16
